Student_ID,Study_Hours_Per_Day,Extracurricular_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Hours_Per_Day,Physical_Activity_Hours_Per_Day,GPA,GPA_Quartile,Total_Hours,Stress_Level_Moderate,Stress_Level_High,Study_Sleep_Ratio,Active_Hours
293,7.1,0.5,5.9,4.1,6.4,3.09,Q2,24.0,False,True,1.2033898305084745,18.1
294,8.5,0.4,7.8,1.5,5.8,3.01,Q2,24.0,False,True,1.0897435897435899,16.200000000000003
295,9.8,1.9,9.0,1.8,1.5,3.5,Q4_Highest,24.0,False,True,1.088888888888889,15.000000000000002
296,9.8,2.4,9.1,2.4,0.3,3.38,Q4_Highest,23.999999999999996,False,True,1.076923076923077,14.900000000000002
297,6.1,0.8,8.1,2.5,6.5,2.67,Q1_Lowest,24.0,True,False,0.7530864197530864,15.9
299,8.3,0.4,8.1,2.7,4.5,3.01,Q2,23.999999999999996,False,True,1.0246913580246915,15.900000000000002
300,8.7,3.5,6.1,0.5,5.2,3.37,Q4_Highest,23.999999999999996,False,True,1.4262295081967213,17.9
301,5.1,2.6,8.0,3.3,5.0,2.65,Q1_Lowest,24.0,False,False,0.6375,16.0
302,8.0,2.0,9.9,0.6,3.5,2.93,Q2,24.0,True,False,0.8080808080808081,14.1
303,8.5,1.6,7.1,4.3,2.5,3.39,Q4_Highest,24.0,False,True,1.1971830985915493,16.9
305,6.0,1.3,6.1,2.1,8.5,2.91,Q2,24.0,True,False,0.9836065573770493,17.900000000000002
306,5.3,3.2,6.2,3.2,6.1,2.64,Q1_Lowest,24.0,False,False,0.8548387096774193,17.799999999999997
307,9.4,2.6,7.7,1.4,2.9,3.66,Q4_Highest,24.0,False,True,1.2207792207792207,16.3
309,7.3,0.2,7.8,5.7,3.0,3.2,Q3,24.0,True,False,0.9358974358974359,16.2
310,6.0,2.1,5.5,2.7,7.7,2.72,Q1_Lowest,24.0,False,True,1.0909090909090908,18.5
311,8.8,1.4,8.3,4.4,1.1,3.1,Q2,24.0,False,True,1.0602409638554218,15.700000000000001
312,10.0,3.7,7.7,2.2,0.4,3.44,Q4_Highest,23.999999999999996,False,True,1.2987012987012987,16.3
313,7.6,2.5,5.4,4.5,4.0,3.17,Q3,24.0,False,True,1.4074074074074072,18.6
315,6.3,1.4,5.4,5.6,5.3,2.58,Q1_Lowest,23.999999999999996,False,True,1.1666666666666665,18.6
316,7.0,1.8,8.0,3.1,4.1,3.15,Q3,24.0,True,False,0.875,16.0
317,9.6,2.0,10.0,2.0,0.4,3.46,Q4_Highest,24.0,False,True,0.96,14.0
319,9.0,1.2,5.4,2.4,6.0,3.46,Q4_Highest,24.0,False,True,1.6666666666666665,18.599999999999998
320,6.7,3.9,8.2,4.3,0.9,2.83,Q1_Lowest,23.999999999999996,True,False,0.8170731707317074,15.8
321,5.7,3.4,9.6,2.6,2.7,3.13,Q3,24.0,False,False,0.59375,14.4
322,5.9,2.0,7.0,0.9,8.2,3.0,Q2,24.0,False,False,0.8428571428571429,17.0
323,6.8,0.3,5.1,0.8,10.0,3.03,Q2,23.0,False,True,1.3333333333333335,17.900000000000002
324,9.8,1.7,6.6,3.0,2.9,3.58,Q4_Highest,23.999999999999996,False,True,1.484848484848485,17.4
325,7.2,0.4,8.2,1.3,6.9,3.39,Q4_Highest,24.0,True,False,0.878048780487805,15.800000000000002
326,5.8,0.2,8.9,2.8,6.3,3.11,Q3,24.0,False,False,0.6516853932584269,15.099999999999998
327,5.3,4.0,5.3,4.2,5.2,2.67,Q1_Lowest,24.0,False,True,1.0,18.7
328,8.5,0.2,7.5,6.0,1.8,3.21,Q3,24.0,False,True,1.1333333333333333,16.5
329,9.1,2.5,6.5,3.7,2.2,2.85,Q1_Lowest,24.0,False,True,1.4,17.5
330,5.7,3.5,7.2,1.2,6.4,3.04,Q2,24.0,False,False,0.7916666666666666,16.8
331,6.8,1.7,9.1,4.4,2.0,2.9,Q2,23.999999999999996,True,False,0.7472527472527473,14.9
332,5.1,1.0,8.8,0.8,8.3,2.25,Q1_Lowest,24.0,False,False,0.5795454545454545,15.200000000000001
333,7.7,0.9,5.1,1.4,8.9,3.15,Q3,24.0,False,True,1.5098039215686276,18.9
334,5.5,2.2,7.3,5.1,3.9,2.94,Q2,23.999999999999996,False,False,0.7534246575342466,16.700000000000003
335,5.5,2.0,5.8,1.9,8.8,2.79,Q1_Lowest,24.0,False,True,0.9482758620689655,18.2
336,6.9,1.6,7.3,4.7,3.5,3.38,Q4_Highest,24.0,True,False,0.9452054794520549,16.7
337,9.5,3.8,8.9,0.6,1.2,3.3,Q3,24.0,False,True,1.0674157303370786,15.1
338,6.3,3.4,5.2,5.4,3.7,3.31,Q3,23.999999999999996,False,True,1.2115384615384615,18.8
340,5.3,2.1,5.8,4.4,6.4,3.11,Q3,24.0,False,True,0.9137931034482759,18.2
341,7.6,2.7,5.2,0.5,8.0,3.07,Q2,24.0,False,True,1.4615384615384615,18.8
342,5.4,0.0,9.8,4.4,4.4,2.85,Q1_Lowest,24.0,False,False,0.5510204081632653,14.200000000000001
343,6.8,1.2,6.7,4.6,4.7,2.81,Q1_Lowest,24.0,True,False,1.0149253731343284,17.299999999999997
344,5.9,0.4,8.3,4.6,4.8,2.99,Q2,24.0,False,False,0.7108433734939759,15.7
345,6.3,0.1,5.4,5.8,6.4,3.14,Q3,24.0,False,True,1.1666666666666665,18.599999999999998
346,8.1,1.5,6.0,0.7,7.7,3.06,Q2,23.999999999999996,False,True,1.3499999999999999,18.0
347,8.1,3.1,8.2,2.4,2.2,3.09,Q2,23.999999999999996,False,True,0.9878048780487805,15.8
348,9.9,2.4,7.9,2.8,1.0,3.67,Q4_Highest,24.0,False,True,1.2531645569620253,16.1
349,9.1,2.6,5.6,2.0,4.7,3.16,Q3,24.0,False,True,1.625,18.400000000000002
350,7.2,2.5,9.7,1.1,3.5,2.69,Q1_Lowest,24.0,True,False,0.7422680412371134,14.299999999999999
351,5.6,0.8,9.4,3.9,4.3,3.01,Q2,24.0,False,False,0.5957446808510638,14.6
352,9.3,3.4,9.6,0.4,1.3,3.28,Q3,23.999999999999996,False,True,0.9687500000000001,14.400000000000002
354,5.9,2.2,9.9,5.6,0.4,3.12,Q3,23.999999999999996,False,False,0.595959595959596,14.1
355,5.2,0.7,5.7,4.4,8.0,2.67,Q1_Lowest,24.0,False,True,0.9122807017543859,18.299999999999997
356,7.5,3.4,8.7,2.4,2.0,3.24,Q3,23.999999999999996,True,False,0.8620689655172414,15.3
357,8.0,2.0,6.5,3.4,4.1,3.35,Q4_Highest,24.0,True,False,1.2307692307692308,17.5
358,8.2,3.0,5.8,2.8,4.2,3.31,Q3,24.0,False,True,1.4137931034482758,18.2
359,5.0,1.0,8.6,6.0,3.4,2.71,Q1_Lowest,24.0,False,False,0.5813953488372093,15.4
361,8.1,0.8,6.8,4.7,3.6,3.19,Q3,24.0,False,True,1.1911764705882353,17.2
362,8.8,0.1,8.7,1.2,5.2,3.32,Q4_Highest,24.0,False,True,1.0114942528735633,15.299999999999999
363,9.8,1.5,6.6,0.9,5.2,3.61,Q4_Highest,23.999999999999996,False,True,1.484848484848485,17.4
364,10.0,1.5,7.2,3.8,1.5,3.43,Q4_Highest,24.0,False,True,1.3888888888888888,16.8
365,9.4,2.4,7.0,2.1,3.1,3.1,Q2,24.0,False,True,1.342857142857143,17.0
366,9.0,0.4,7.9,2.9,3.8,3.6,Q4_Highest,23.999999999999996,False,True,1.1392405063291138,16.1
367,8.2,0.3,7.9,3.4,4.2,3.64,Q4_Highest,24.0,False,True,1.0379746835443036,16.099999999999998
368,8.4,3.2,6.3,5.0,1.1,3.5,Q4_Highest,24.0,False,True,1.3333333333333335,17.7
369,7.5,0.3,5.3,2.0,8.9,3.26,Q3,24.0,False,True,1.4150943396226416,18.7
370,8.9,2.1,7.2,0.9,4.9,3.53,Q4_Highest,24.0,False,True,1.2361111111111112,16.8
371,6.6,1.7,5.4,1.3,9.0,3.29,Q3,24.0,False,True,1.222222222222222,18.6
372,10.0,3.7,8.2,0.9,1.2,3.63,Q4_Highest,23.999999999999996,False,True,1.2195121951219514,15.799999999999999
373,8.2,3.1,5.6,2.5,4.6,3.16,Q3,24.0,False,True,1.4642857142857142,18.4
374,7.9,2.4,5.9,2.2,5.6,3.4,Q4_Highest,24.0,False,True,1.3389830508474576,18.1
375,6.7,0.1,5.1,5.0,7.1,3.03,Q2,24.0,False,True,1.3137254901960786,18.9
376,6.5,3.8,6.3,2.6,4.8,2.62,Q1_Lowest,24.0,True,False,1.0317460317460319,17.700000000000003
377,9.4,3.4,5.9,4.3,1.0,3.18,Q3,24.0,False,True,1.5932203389830508,18.1
378,5.7,0.3,8.6,3.0,6.4,2.28,Q1_Lowest,24.0,False,False,0.6627906976744187,15.400000000000002
379,7.2,2.9,8.8,0.8,4.3,2.88,Q1_Lowest,24.0,True,False,0.8181818181818181,15.200000000000001
381,5.3,1.1,6.3,1.5,9.8,2.75,Q1_Lowest,24.0,False,False,0.8412698412698413,17.700000000000003
382,6.4,3.0,7.2,4.7,2.7,3.03,Q2,24.0,True,False,0.888888888888889,16.8
383,5.3,2.0,5.2,0.4,10.0,2.31,Q1_Lowest,22.9,False,True,1.0192307692307692,17.7
384,6.7,3.6,5.1,4.0,4.6,3.18,Q3,24.0,False,True,1.3137254901960786,18.9
385,9.8,2.2,9.7,0.1,2.2,3.16,Q3,24.0,False,True,1.0103092783505156,14.299999999999999
386,8.7,3.9,6.3,3.3,1.8,3.2,Q3,24.0,False,True,1.380952380952381,17.7
388,5.6,0.6,6.1,1.5,10.0,3.07,Q2,23.799999999999997,False,False,0.9180327868852459,17.7
389,9.3,2.2,7.6,0.6,4.3,3.48,Q4_Highest,24.0,False,True,1.223684210526316,16.400000000000002
390,5.3,2.8,7.7,0.5,7.7,2.93,Q2,24.0,False,False,0.6883116883116883,16.3
391,7.3,1.9,5.8,5.7,3.3,3.18,Q3,24.0,False,True,1.2586206896551724,18.2
395,6.0,3.5,9.4,4.4,0.7,2.84,Q1_Lowest,24.0,True,False,0.6382978723404255,14.6
396,9.9,3.1,5.1,0.4,5.5,3.17,Q3,24.0,False,True,1.9411764705882355,18.9
397,7.3,3.6,7.7,2.7,2.7,3.15,Q3,24.0,True,False,0.948051948051948,16.3
398,9.1,1.5,8.9,4.3,0.2,3.21,Q3,24.0,False,True,1.0224719101123594,15.099999999999998
399,6.0,2.1,6.4,4.8,4.7,3.27,Q3,24.0,True,False,0.9375,17.599999999999998
401,5.8,2.8,9.0,1.9,4.5,2.8,Q1_Lowest,24.0,False,False,0.6444444444444444,15.000000000000002
404,9.8,1.7,9.9,1.7,0.9,3.75,Q4_Highest,24.0,False,True,0.98989898989899,14.1
405,8.2,0.7,9.4,2.4,3.3,3.47,Q4_Highest,24.0,False,True,0.8723404255319148,14.6
406,8.6,3.6,5.4,4.4,2.0,3.81,Q4_Highest,24.0,False,True,1.5925925925925923,18.6
407,5.9,3.4,9.1,3.0,2.6,2.68,Q1_Lowest,24.0,False,False,0.6483516483516484,14.9
408,7.4,3.3,7.3,2.1,3.9,3.34,Q4_Highest,24.0,True,False,1.0136986301369864,16.700000000000003
409,7.5,3.3,6.7,1.0,5.5,3.29,Q3,24.0,True,False,1.1194029850746268,17.3
410,5.5,1.0,5.7,2.1,9.7,2.93,Q2,24.0,False,True,0.9649122807017544,18.3
411,7.3,3.0,8.3,3.4,2.0,3.29,Q3,24.0,True,False,0.8795180722891566,15.700000000000001
412,7.4,3.9,8.2,0.6,3.9,3.02,Q2,23.999999999999996,True,False,0.902439024390244,15.8
413,8.4,1.3,8.4,0.4,5.5,3.32,Q4_Highest,24.0,False,True,1.0,15.600000000000001
414,6.1,3.3,6.4,3.9,4.3,2.86,Q1_Lowest,24.0,True,False,0.9531249999999999,17.599999999999998
415,8.5,2.1,6.5,1.3,5.6,3.38,Q4_Highest,24.0,False,True,1.3076923076923077,17.5
416,9.4,3.1,8.9,1.7,0.9,3.45,Q4_Highest,24.0,False,True,1.0561797752808988,15.1
417,6.3,3.6,8.4,3.2,2.5,2.92,Q2,24.0,True,False,0.75,15.600000000000001
418,7.3,3.5,7.7,2.1,3.4,2.9,Q2,24.0,True,False,0.948051948051948,16.3
419,9.9,0.4,7.1,0.3,6.3,3.55,Q4_Highest,24.0,False,True,1.3943661971830987,16.9
420,6.4,3.4,6.5,5.5,2.2,3.0,Q2,23.999999999999996,True,False,0.9846153846153847,17.5
421,8.8,3.2,5.1,5.8,1.1,3.13,Q3,24.0,False,True,1.7254901960784317,18.900000000000002
422,9.1,1.1,9.4,0.5,3.9,3.58,Q4_Highest,24.0,False,True,0.9680851063829786,14.6
423,8.5,2.2,5.5,1.5,6.3,3.27,Q3,24.0,False,True,1.5454545454545454,18.5
424,6.5,2.4,6.5,1.8,6.8,2.91,Q2,24.0,True,False,1.0,17.5
425,8.7,0.2,9.5,4.8,0.8,3.5,Q4_Highest,24.0,False,True,0.9157894736842105,14.5
426,9.5,0.7,5.4,1.4,7.0,3.77,Q4_Highest,24.0,False,True,1.759259259259259,18.599999999999998
427,9.0,0.1,7.9,6.0,1.0,3.36,Q4_Highest,24.0,False,True,1.1392405063291138,16.1
428,5.3,3.3,8.0,0.7,6.7,3.03,Q2,24.0,False,False,0.6625,16.0
430,7.6,1.7,6.6,2.6,5.5,3.34,Q4_Highest,24.0,True,False,1.1515151515151516,17.4
431,8.9,2.4,9.5,1.4,1.8,3.66,Q4_Highest,23.999999999999996,False,True,0.9368421052631579,14.500000000000002
432,8.0,2.8,6.2,3.1,3.9,3.46,Q4_Highest,24.0,True,False,1.2903225806451613,17.8
433,5.5,1.5,7.4,3.9,5.7,2.85,Q1_Lowest,24.0,False,False,0.7432432432432432,16.599999999999998
434,8.7,2.0,8.2,0.4,4.7,3.42,Q4_Highest,23.999999999999996,False,True,1.0609756097560976,15.799999999999999
435,6.3,1.4,7.4,0.3,8.6,2.86,Q1_Lowest,24.0,True,False,0.8513513513513513,16.599999999999998
437,8.1,1.1,6.0,3.1,5.7,3.15,Q3,24.0,False,True,1.3499999999999999,18.0
440,7.5,3.5,7.5,3.9,1.6,2.97,Q2,24.0,True,False,1.0,16.5
441,10.0,0.5,6.4,2.4,4.7,3.14,Q3,23.999999999999996,False,True,1.5625,17.599999999999998
442,9.5,2.9,8.0,1.1,2.5,3.11,Q3,24.0,False,True,1.1875,16.0
443,9.1,3.8,9.1,0.0,2.0,3.27,Q3,24.0,False,True,1.0,14.899999999999999
444,6.3,0.2,8.0,4.1,5.4,2.97,Q2,24.0,True,False,0.7875,15.999999999999998
445,5.6,1.5,7.3,2.2,7.4,2.8,Q1_Lowest,24.0,False,False,0.7671232876712328,16.7
446,8.8,0.3,5.4,2.1,7.4,3.12,Q3,24.0,False,True,1.6296296296296298,18.600000000000005
447,9.7,2.7,8.4,1.2,2.0,3.44,Q4_Highest,24.0,False,True,1.1547619047619047,15.599999999999998
448,8.2,3.7,8.1,3.5,0.5,3.23,Q3,23.999999999999996,False,True,1.0123456790123457,15.899999999999999
449,8.6,0.5,9.5,0.4,5.0,3.06,Q2,24.0,False,True,0.9052631578947368,14.5
450,5.1,1.7,6.5,2.9,7.8,2.79,Q1_Lowest,24.0,False,False,0.7846153846153846,17.499999999999996
451,7.9,0.2,5.6,3.4,6.9,3.44,Q4_Highest,24.0,False,True,1.4107142857142858,18.4
452,8.3,3.4,8.5,1.6,2.2,3.07,Q2,24.0,False,True,0.9764705882352942,15.5
454,9.1,3.4,9.6,0.8,1.1,3.31,Q3,24.0,False,True,0.9479166666666666,14.4
455,6.6,2.3,6.9,3.6,4.6,3.2,Q3,24.0,True,False,0.9565217391304347,17.1
456,6.9,0.7,7.2,0.9,8.3,3.26,Q3,24.0,True,False,0.9583333333333334,16.8
457,9.5,1.4,5.8,0.2,7.1,3.69,Q4_Highest,24.0,False,True,1.6379310344827587,18.2
458,6.7,0.3,7.0,1.9,8.1,3.28,Q3,24.0,True,False,0.9571428571428572,17.0
459,8.4,2.4,6.8,1.3,5.1,3.25,Q3,24.0,False,True,1.2352941176470589,17.2
460,8.4,0.6,7.4,0.2,7.4,3.32,Q4_Highest,24.0,False,True,1.135135135135135,16.6
461,7.5,3.9,6.9,0.2,5.5,3.11,Q3,24.0,True,False,1.0869565217391304,17.099999999999998
463,6.4,3.6,5.6,5.7,2.7,3.1,Q2,24.0,False,True,1.142857142857143,18.400000000000002
464,8.0,3.3,9.9,0.8,2.0,3.13,Q3,24.0,True,False,0.8080808080808081,14.100000000000001
466,7.8,2.2,8.8,4.3,0.9,3.2,Q3,24.0,True,False,0.8863636363636362,15.2
467,7.2,1.2,6.3,1.2,8.1,3.05,Q2,24.0,True,False,1.142857142857143,17.7
468,6.4,3.9,7.8,2.0,3.9,2.87,Q1_Lowest,23.999999999999996,True,False,0.8205128205128206,16.200000000000003
470,10.0,3.5,8.1,1.4,1.0,3.44,Q4_Highest,24.0,False,True,1.234567901234568,15.9
471,8.1,0.8,7.0,0.2,7.9,3.74,Q4_Highest,24.0,False,True,1.157142857142857,17.0
472,6.1,3.9,9.5,3.2,1.3,2.61,Q1_Lowest,24.0,True,False,0.6421052631578947,14.5
473,7.7,3.5,5.7,4.7,2.4,3.21,Q3,24.0,False,True,1.3508771929824561,18.3
474,6.4,3.5,9.7,0.7,3.7,2.89,Q1_Lowest,24.0,True,False,0.6597938144329898,14.3
475,7.3,3.9,7.4,4.7,0.7,2.74,Q1_Lowest,23.999999999999996,True,False,0.9864864864864864,16.6
476,6.4,0.8,8.8,2.3,5.7,3.21,Q3,24.0,True,False,0.7272727272727273,15.200000000000003
477,7.6,2.0,7.9,5.2,1.3,3.13,Q3,24.0,True,False,0.9620253164556961,16.1
478,9.1,3.1,7.9,3.7,0.2,3.42,Q4_Highest,24.0,False,True,1.1518987341772151,16.099999999999998
479,6.0,0.4,9.3,2.6,5.7,3.02,Q2,24.0,True,False,0.6451612903225806,14.7
480,8.1,3.7,5.1,2.9,4.2,2.63,Q1_Lowest,23.999999999999996,False,True,1.5882352941176472,18.9
481,8.4,2.9,8.5,0.6,3.6,3.07,Q2,24.0,False,True,0.9882352941176471,15.5
483,5.0,4.0,8.4,5.0,1.6,2.9,Q2,24.0,False,False,0.5952380952380952,15.6
484,8.7,0.6,8.8,4.5,1.4,3.41,Q4_Highest,24.0,False,True,0.9886363636363634,15.2
486,5.4,1.6,7.0,0.4,9.6,2.63,Q1_Lowest,24.0,False,False,0.7714285714285715,17.0
487,6.7,0.4,9.0,5.7,2.2,2.63,Q1_Lowest,23.999999999999996,True,False,0.7444444444444445,15.0
488,5.4,2.0,9.0,4.2,3.4,2.85,Q1_Lowest,24.0,False,False,0.6000000000000001,15.0
489,5.3,0.3,7.0,1.8,9.6,2.64,Q1_Lowest,24.0,False,False,0.7571428571428571,17.0
490,9.0,3.7,7.0,3.9,0.4,3.16,Q3,23.999999999999996,False,True,1.2857142857142858,17.0
491,6.6,1.9,6.1,3.8,5.6,3.0,Q2,24.0,True,False,1.0819672131147542,17.9
492,6.8,2.6,5.6,5.3,3.7,3.08,Q2,24.0,False,True,1.2142857142857144,18.4
494,6.2,2.9,9.1,4.7,1.1,2.83,Q1_Lowest,24.0,True,False,0.6813186813186813,14.900000000000002
495,7.8,2.1,5.7,4.7,3.7,3.16,Q3,24.0,False,True,1.368421052631579,18.3
496,6.4,0.5,8.1,0.3,8.7,2.61,Q1_Lowest,24.0,True,False,0.7901234567901235,15.9
497,8.7,1.3,5.0,3.1,5.9,3.24,Q3,24.0,False,True,1.7399999999999998,19.0
498,9.2,0.0,6.2,4.4,4.2,3.41,Q4_Highest,23.999999999999996,False,True,1.4838709677419353,17.799999999999997
499,6.6,0.4,6.8,1.6,8.6,2.89,Q1_Lowest,24.0,True,False,0.9705882352941176,17.2
500,8.9,3.6,7.2,3.9,0.4,3.51,Q4_Highest,24.0,False,True,1.2361111111111112,16.8
501,6.9,3.9,5.4,4.1,3.7,2.55,Q1_Lowest,23.999999999999996,False,True,1.2777777777777777,18.6
502,8.2,2.8,5.0,1.0,7.0,3.2,Q3,24.0,False,True,1.64,19.0
503,8.6,2.7,9.8,2.2,0.7,3.31,Q3,23.999999999999996,False,True,0.8775510204081631,14.2
504,6.5,0.4,8.9,3.9,4.3,3.01,Q2,24.0,True,False,0.7303370786516854,15.100000000000001
505,5.2,1.4,9.8,3.0,4.6,2.49,Q1_Lowest,24.0,False,False,0.5306122448979592,14.200000000000001
506,6.0,1.5,6.8,0.3,9.4,2.44,Q1_Lowest,24.0,True,False,0.8823529411764706,17.2
507,8.8,1.7,9.1,3.7,0.7,3.44,Q4_Highest,23.999999999999996,False,True,0.9670329670329672,14.899999999999999
508,7.4,3.5,6.1,4.1,2.9,2.88,Q1_Lowest,24.0,True,False,1.213114754098361,17.9
509,8.0,1.2,5.7,3.9,5.2,3.03,Q2,23.999999999999996,False,True,1.4035087719298245,18.299999999999997
510,8.2,1.6,8.6,1.1,4.5,3.46,Q4_Highest,24.0,False,True,0.9534883720930232,15.399999999999999
512,6.3,3.3,5.1,2.3,7.0,2.74,Q1_Lowest,24.0,False,True,1.2352941176470589,18.900000000000002
513,6.7,0.1,5.6,2.5,9.1,2.49,Q1_Lowest,24.0,False,True,1.1964285714285716,18.4
514,7.7,2.4,5.0,2.8,6.1,3.12,Q3,24.0,False,True,1.54,19.0
516,7.6,3.9,5.6,0.1,6.8,3.28,Q3,24.0,False,True,1.3571428571428572,18.4
517,8.9,3.2,5.6,1.6,4.7,3.36,Q4_Highest,24.0,False,True,1.5892857142857144,18.400000000000002
518,6.7,1.5,5.0,1.8,9.0,3.31,Q3,24.0,False,True,1.34,19.0
519,8.2,3.9,9.2,0.1,2.6,3.26,Q3,24.0,False,True,0.8913043478260869,14.799999999999999
520,8.9,1.8,7.0,1.8,4.5,3.38,Q4_Highest,24.0,False,True,1.2714285714285716,17.0
521,5.3,0.9,6.2,2.9,8.7,2.76,Q1_Lowest,24.0,False,False,0.8548387096774193,17.8
523,10.0,2.2,9.8,0.2,1.8,3.25,Q3,24.0,False,True,1.0204081632653061,14.2
524,6.0,0.6,8.1,4.7,4.6,2.78,Q1_Lowest,24.0,True,False,0.7407407407407408,15.899999999999999
526,6.3,1.4,9.6,1.7,5.0,2.74,Q1_Lowest,23.999999999999996,True,False,0.65625,14.4
528,5.7,3.8,7.6,1.5,5.4,3.27,Q3,24.0,False,False,0.7500000000000001,16.400000000000002
529,7.5,2.7,5.4,1.6,6.8,3.09,Q2,24.0,False,True,1.3888888888888888,18.6
530,7.7,1.7,5.2,1.0,8.4,3.43,Q4_Highest,24.0,False,True,1.4807692307692308,18.8
531,7.2,0.8,5.2,5.1,5.7,2.99,Q2,24.0,False,True,1.3846153846153846,18.8
533,8.6,3.9,7.8,1.0,2.7,3.69,Q4_Highest,23.999999999999996,False,True,1.1025641025641026,16.200000000000003
534,5.4,2.5,9.9,1.1,5.1,2.54,Q1_Lowest,24.0,False,False,0.5454545454545455,14.1
537,6.2,2.6,8.3,1.0,5.9,3.23,Q3,24.0,True,False,0.7469879518072289,15.700000000000001
538,7.5,0.0,5.0,2.1,9.4,3.2,Q3,24.0,False,True,1.5,19.0
539,9.6,0.9,8.2,1.2,4.1,3.62,Q4_Highest,23.999999999999993,False,True,1.1707317073170733,15.799999999999999
540,8.6,0.4,7.1,0.2,7.7,3.2,Q3,23.999999999999996,False,True,1.2112676056338028,16.9
541,7.4,2.6,5.6,1.7,6.7,3.26,Q3,24.0,False,True,1.3214285714285716,18.400000000000002
542,10.0,0.2,8.8,1.9,3.1,3.46,Q4_Highest,24.0,False,True,1.1363636363636362,15.2
543,7.0,3.0,9.6,4.2,0.2,2.68,Q1_Lowest,24.0,True,False,0.7291666666666667,14.399999999999999
544,8.9,1.0,7.8,2.2,4.1,3.54,Q4_Highest,24.0,False,True,1.1410256410256412,16.2
545,8.3,1.0,6.0,5.5,3.2,3.25,Q3,24.0,False,True,1.3833333333333335,18.0
546,6.1,0.2,5.2,1.1,10.0,2.72,Q1_Lowest,22.6,False,True,1.173076923076923,17.400000000000002
548,7.6,3.0,6.4,2.1,4.9,2.83,Q1_Lowest,24.0,True,False,1.1874999999999998,17.6
549,9.5,3.8,9.5,0.5,0.7,3.4,Q4_Highest,24.0,False,True,1.0,14.5
550,7.5,0.8,8.0,1.1,6.6,3.43,Q4_Highest,24.0,True,False,0.9375,16.0
551,6.7,3.4,6.0,0.4,7.5,2.48,Q1_Lowest,24.0,True,False,1.1166666666666667,17.999999999999996
552,9.1,3.3,6.7,3.4,1.5,3.4,Q4_Highest,24.0,False,True,1.3582089552238805,17.299999999999997
553,8.9,2.6,5.8,5.3,1.4,2.98,Q2,24.0,False,True,1.5344827586206897,18.2
554,7.1,0.2,5.6,4.6,6.5,3.13,Q3,23.999999999999996,False,True,1.2678571428571428,18.4
555,5.0,1.7,7.6,0.3,9.4,2.53,Q1_Lowest,24.0,False,False,0.6578947368421053,16.400000000000002
556,6.2,0.0,8.6,5.8,3.4,2.71,Q1_Lowest,24.0,True,False,0.7209302325581396,15.399999999999999
557,6.1,2.7,8.7,5.1,1.4,2.57,Q1_Lowest,23.999999999999996,True,False,0.7011494252873564,15.299999999999999
558,6.6,2.9,9.1,1.0,4.4,2.85,Q1_Lowest,24.0,True,False,0.7252747252747253,14.9
560,8.0,2.6,5.4,3.3,4.7,3.48,Q4_Highest,24.0,False,True,1.4814814814814814,18.599999999999998
561,8.5,0.7,8.9,3.4,2.5,3.41,Q4_Highest,23.999999999999996,False,True,0.9550561797752809,15.1
562,6.5,2.9,8.8,0.6,5.2,2.67,Q1_Lowest,24.0,True,False,0.7386363636363635,15.2
563,7.6,2.0,6.8,5.6,2.0,3.25,Q3,24.0,True,False,1.1176470588235294,17.2
564,8.6,1.8,9.6,2.8,1.2,3.47,Q4_Highest,24.0,False,True,0.8958333333333334,14.399999999999999
565,8.6,3.4,6.4,4.5,1.1,3.18,Q3,24.0,False,True,1.3437499999999998,17.6
566,6.7,3.9,9.3,2.9,1.2,2.78,Q1_Lowest,23.999999999999996,True,False,0.7204301075268816,14.700000000000001
567,8.6,2.2,9.7,1.7,1.8,3.07,Q2,23.999999999999996,False,True,0.88659793814433,14.3
568,8.9,2.9,6.9,0.1,5.2,3.26,Q3,24.0,False,True,1.289855072463768,17.1
569,9.2,0.0,8.5,5.8,0.5,3.08,Q2,24.0,False,True,1.0823529411764705,15.5
571,5.3,2.0,8.6,5.2,2.9,2.89,Q1_Lowest,23.999999999999996,False,False,0.6162790697674418,15.399999999999999
572,7.8,1.6,5.7,5.2,3.7,3.06,Q2,24.0,False,True,1.368421052631579,18.3
573,5.8,1.2,6.5,5.2,5.3,3.08,Q2,24.0,False,False,0.8923076923076922,17.5
574,6.3,2.5,7.9,5.0,2.3,3.07,Q2,24.0,True,False,0.7974683544303797,16.1
575,9.5,0.0,8.4,0.3,5.8,3.07,Q2,24.0,False,True,1.130952380952381,15.600000000000001
576,6.5,1.4,8.1,2.0,6.0,3.06,Q2,24.0,True,False,0.8024691358024691,15.9
577,8.7,1.6,5.3,4.7,3.7,3.2,Q3,24.0,False,True,1.641509433962264,18.7
578,8.4,1.3,5.3,2.2,6.8,2.92,Q2,24.0,False,True,1.5849056603773586,18.7
580,8.8,0.4,6.4,1.7,6.7,3.05,Q2,24.0,False,True,1.375,17.6
581,7.2,3.9,5.3,3.1,4.5,3.03,Q2,24.0,False,True,1.358490566037736,18.7
582,8.7,2.8,7.1,1.9,3.5,3.12,Q3,24.0,False,True,1.2253521126760563,16.9
583,7.0,1.1,6.0,2.9,7.0,2.87,Q1_Lowest,24.0,True,False,1.1666666666666667,18.0
584,8.3,3.9,8.0,0.3,3.5,3.04,Q2,24.0,False,True,1.0375,16.0
